index,episode,episode_name,segment,type,actor,character,detail,record_date,series,transmission_date
14668,38,"Episode Thirty-eight","No time to lose",Dialogue,"Eric Idle",Consultant,"No! - no time to","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14669,38,"Episode Thirty-eight","No time to lose",Dialogue,"Eric Idle",Consultant,!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14670,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Man,"No - no time to","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14671,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Man,!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14672,38,"Episode Thirty-eight","No time to lose",Dialogue,,,ANIMATION:,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14673,38,"Episode Thirty-eight","No time to lose",Direction,,,"Toulouse-Lautrec in a wild-west gunfight.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14674,38,"Episode Thirty-eight","No time to lose",Direction,,"Voice Over","No-time Toulouse. The story of the wild and lawless days of the post-Impressionists.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14675,38,"Episode Thirty-eight","No time to lose",Direction,,,"Cut back to the guardroom at Edinburgh Castle. MacDonald is edging towards the window.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14676,38,"Episode Thirty-eight","No time to lose",Dialogue,"John Cleese",Captain,"Anyway, no time to lose, sergeant major.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14677,38,"Episode Thirty-eight","No time to lose",Dialogue,"Terry Jones",RSM,"Look out, sir! MacDonald!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14678,38,"Episode Thirty-eight","No time to lose",Direction,,,"They both rush to window and grab MacDonald's legs as he disappears through it.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14679,38,"Episode Thirty-eight","No time to lose",Dialogue,"Terry Jones",RSM,"We'll have to hurry, sir.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14680,38,"Episode Thirty-eight","No time to lose",Direction,,RSM,"they haul him back into the room to reveal he is carrying a saw with which he starts trying to saw off his head","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14681,38,"Episode Thirty-eight","No time to lose",Direction,,RSM,"he snatches the saw and throws it away","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14682,38,"Episode Thirty-eight","No time to lose",Dialogue,"Terry Jones",RSM,"He's reached the sixth plane already, sir.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14683,38,"Episode Thirty-eight","No time to lose",Dialogue,"John Cleese",Captain,"Right, here are the plans sergeant major, good luck.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14684,38,"Episode Thirty-eight","No time to lose",Dialogue,"Terry Jones",RSM,"Thank you, sir.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14685,38,"Episode Thirty-eight","No time to lose",Direction,,RSM,"he salutes","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14686,38,"Episode Thirty-eight","No time to lose",Direction,,,"MacDonald is by now trying to strangle himself with his bare hands.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14687,38,"Episode Thirty-eight","No time to lose",Dialogue,"John Cleese",Captain,"And good luck to you, MacDonald.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14688,38,"Episode Thirty-eight","No time to lose",Direction,,,"MacDonald breaks off from strangling himself, to offer a snappy salute.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14689,38,"Episode Thirty-eight","No time to lose",Dialogue,"Graham Chapman",MacDonald,"Thank you, sir.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14690,38,"Episode Thirty-eight","No time to lose",Direction,,,"He immediately snaps back into trying to strangle himself.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14691,38,"Episode Thirty-eight","No time to lose",Dialogue,"Terry Jones",RSM,"Right you are, MacDonald. No time to lose.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14692,38,"Episode Thirty-eight","No time to lose",Dialogue,"John Cleese",Captain,"Very good, sergeant major.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14693,38,"Episode Thirty-eight","No time to lose",Direction,,,"Quick cut to the consultant in the office.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14694,38,"Episode Thirty-eight","No time to lose",Dialogue,"Eric Idle",Consultant,"Yes, excellent...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14695,38,"Episode Thirty-eight","No time to lose",Direction,,,"Cut back to the gates of Edinburgh Castle. Dawn. Music. As the voice starts the gates open and a lorry emerges.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14696,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin","Voice Over","So it was that on a cold November morning, RSM Urdoch and Sapper MacDonald, one of the most highly trained Kamikaze experts the Scottish Highlands have ever witnessed, left on a mission which was to... oh I can't go on with this drivel.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14697,38,"Episode Thirty-eight","No time to lose",Direction,,,"By this time we have cut to a close up of the cab to show RSM Urdoch at the wheel, with MacDonald beside him. MacDonald has a revolver and is apparently having an unsuccessful game of Russian roulette.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14698,38,"Episode Thirty-eight","No time to lose",Dialogue,"Terry Jones",RSM,"All right, MacDonald, no time to lose.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14699,38,"Episode Thirty-eight","No time to lose",Direction,,,"Suddenly MacDonald hurls himself out of the lorry.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14700,38,"Episode Thirty-eight","No time to lose",Dialogue,"Graham Chapman",MacDonald,Aaaaaaugh!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14701,38,"Episode Thirty-eight","No time to lose",Direction,,,"The RSM slams the brakes on. Skidding noises. Cut to shot of the lorry skidding to a halt. The RSM leaps out, picks up MacDonald who is lying on the floor hitting himself, and loads him into the back of the lorry. He gets back into the lorry and they start off again. They haven't gone more than a few yards before we see MacDonald leap out of the back of the lorry, race round to the front and throw himself down in front of the lorry. The lorry runs right over him. He picks himself up after it has gone, races up to the front and tries it again... and again... and again... and again... and again...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14702,38,"Episode Thirty-eight","No time to lose",Direction,,,"Cut to the captain, standing in front of a huge map. He points with a stick.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14703,38,"Episode Thirty-eight","No time to lose",Dialogue,"John Cleese",Captain,"Well, that's the mission - now here's the method. RSM Murdoch will lull the enemy into a false sense of security by giving them large quantities of money, a good home, and a steady job. Then, when they're upstairs with the wife, Sapper MacDonald will hurl himself at the secret documents, destroying them and himself. Well, that's the plan, the time is now 19.42 hours. I want you to get to bed, have a good night's rest and be up on parade early in the morning. Thank you for listening and thank you for a lovely supper.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14704,38,"Episode Thirty-eight","No time to lose",Direction,,,"Pull out to reveal that he is in a very small sitting room, alone apart from his wife who sits knitting by the fire not listening to a word he's saying.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14705,38,"Episode Thirty-eight","No time to lose",Direction,,,"Cut to the 'Book at Bedtime' set. Seven or eight technicians, a make-up girl. etc. still crowding around Toogood as he tries to read.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14706,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,And...and...sue...so...the...the...intripid...,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14707,38,"Episode Thirty-eight","No time to lose",Dialogue,,"Make-up Girl",Intrepid.,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14708,38,"Episode Thirty-eight","No time to lose",Dialogue,,All,Intrepid.,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14709,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,"Intrepid RSM Urdoch and super...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14710,38,"Episode Thirty-eight","No time to lose",Dialogue,,Technician,Sapper.,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14711,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,"Sapper MacDonald...mead...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14712,38,"Episode Thirty-eight","No time to lose",Dialogue,,Several,Made!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14713,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,"Made their why...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14714,38,"Episode Thirty-eight","No time to lose",Dialogue,,Several,Way!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14715,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,"Way toarra...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14716,38,"Episode Thirty-eight","No time to lose",Dialogue,,"Make-up Girl",Towards...,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14717,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,"Towards the Rusty...Ritzy...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14718,38,"Episode Thirty-eight","No time to lose",Dialogue,,All,Russian!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14719,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin",Toogood,"Russian bolder...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14720,38,"Episode Thirty-eight","No time to lose",Dialogue,,All,Border!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14721,38,"Episode Thirty-eight","No time to lose",Direction,,,"Map with an animated line showing the route.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14722,38,"Episode Thirty-eight","No time to lose",Dialogue,"Michael Palin","Toogood's Voice","...and so RSM Urdoch and Sapper MacDonald made their way towards the Russian bolder...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14723,38,"Episode Thirty-eight","No time to lose",Dialogue,,All,Border!!...Border.,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14724,38,"Episode Thirty-eight","No time to lose",Direction,,,"the line becomes part of an animated skit on the famous film '2001'.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14725,38,"Episode Thirty-eight",Penguins,,,,"Cut to stock film on penguins.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14726,38,"Episode Thirty-eight",Penguins,,,,"SUPERIMPOSED CAPTIONS:","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14727,38,"Episode Thirty-eight",Penguins,,,,"'FRONTIERS OF MEDICINE PART 2'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14728,38,"Episode Thirty-eight",Penguins,,,,"'THE GATHERING STORM'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14729,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to presenter at desk.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14730,38,"Episode Thirty-eight",Penguins,Dialogue,"John Cleese",Presenter,"Penguins, yes, penguins. What relevance do penguins have to the furtherance of medical science? Well, strangely enough quite a lot, a major breakthrough, maybe. It was from such an unlikely beginning as an unwanted fungus accidentally growing on a sterile plate that Sir Alexander Fleming gave the world penicillin. James Watt watched an ordinary household kettle boiling and conceived the potentiality of steam power. Would Albert Einstein ever have hit upon the theory of relativity if he hadn't been clever? All these tremendous leaps forward have been taken in the dark. Would Rutherford ever have split the atom if he hadn't tried? Could Marconi have invented the radio if he hadn't by pure chance spent years working at the problem? Are these amazing breakthroughs ever achieved except by years and years of unremitting study? Of course not. What I said earlier about accidental discoveries must have been wrong. Nevertheless scientists believe that these penguins, these comic flightless web-footed little bastards may finally unwittingly help man to fathom the uncharted depths of the human mind. Professor Rosewall of the Laver Institute.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14731,38,"Episode Thirty-eight",Penguins,Direction,,,"A scientist with tennis courts in the background. He wears a white coat.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14732,38,"Episode Thirty-eight",Penguins,Direction,,,"SUPERIMPOSED CAPTION: 'PROF. KEN ROSEWALL'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14733,38,"Episode Thirty-eight",Penguins,Direction,,Scientist,"Australian accent","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14734,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"Hello. Here at the Institute Professor Charles Pasarell, Dr Peaches Bartkowicz and myself have been working on the theory originally postulated by the late Dr Kramer that the penguin is intrinsically more intelligent than the human being.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14735,38,"Episode Thirty-eight",Penguins,Direction,,,"He moves over to a large diagram which is being held by two tennis players in full tennis kit but wearing the brown coats of ordinary laboratory technicians. The diagram shows a penguin and a man in correct proportional size with their comparative brain capacities marked out clearly showing the man's to be much larger than the penguin's.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14736,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"The first thing that Dr Kramer came up with was that the penguin has a much smaller brain than the man. This postulate formed the fundamental basis of all his thinking and remained with him until his death.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14737,38,"Episode Thirty-eight",Penguins,Direction,,,"Flash cut of elderly man in tennis shirt and green eye shade getting an arrow in the head. Cut back to the scientist now with diagram behind him. It shows a man and a six foot penguin.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14738,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"Now we've taken this theory one stage further. If we increase the size of the penguin until it is the same height as the man and then compare the relative brain sizes, we now find that the penguin's brain is still smaller. But, and this is the point, it is larger than it was.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14739,38,"Episode Thirty-eight",Penguins,Direction,,,"Very quick cut of tennis crowd going 'oh' and applauding. Dr Peaches Bartkowicz standing by tennis net.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14740,38,"Episode Thirty-eight",Penguins,Direction,,,"SUPERIMPOSED CAPTION: 'DR PEACHES BARTKOWICZ'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14741,38,"Episode Thirty-eight",Penguins,Dialogue,"Michael Palin",Peaches,"For a penguin to have the same size of brain as a man the penguin would have to be over sixty-six feet high.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14742,38,"Episode Thirty-eight",Penguins,Direction,,,"She moves to the left and comes upon a cut-out of the lower visible part of a sixty-six feet high penguin. She looks up at it. Cut back to the scientist.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14743,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"This theory has become known as the waste of time theory and was abandoned in 1956.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14744,38,"Episode Thirty-eight",Penguins,Direction,,Scientist,"slight edit with jump visible","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14745,38,"Episode Thirty-eight",Penguins,Direction,,Scientist,"he refers to graph decorated with little racquets which shows bushmen with 23, penguins with 13 and BBC planners' with 8","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14746,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"The BBC programme planners surprisingly high total here can be explained away as being within the ordinary limits of statistical error. One particularly dim programme planner can cock the whole thing up.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14747,38,"Episode Thirty-eight",Penguins,Dialogue,,,"CAPTION: 'YOU CAN SAY THAT AGAIN'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14748,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to a tennis player in a changing room taking off his gym shoes. In the background two other players discuss shots.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14749,38,"Episode Thirty-eight",Penguins,Direction,,,"SUPERIMPOSED CAPTION: 'DR LEWIS HOAD'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14750,38,"Episode Thirty-eight",Penguins,Dialogue,"Eric Idle",Hoad,"These IQ tests were thought to contain an unfair cultural bias against the penguin. For example, it didn't take into account the penguins extremely poor educational system. To devise a fairer system of test, a team of our researchers spent eighteen months in Antarctica living like penguins, and subsequently dying like penguins - only quicker - proving that the penguin is a clever little sod in his own environment.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14751,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to the scientist.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14752,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"Therefore we devised tests to be given to the penguins in the fourth set ... I do beg your pardon, in their own environment.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14753,38,"Episode Thirty-eight",Penguins,Dialogue,,Voice,Net!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14754,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,Shh!,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14755,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to a professor and team surrounding penguins standing in a pool.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14756,38,"Episode Thirty-eight",Penguins,Dialogue,"Terry Jones",Professor,"What is the next number in this sequence - 2, 4, 6. . .","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14757,38,"Episode Thirty-eight",Penguins,Direction,,,"A penguin squawks.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14758,38,"Episode Thirty-eight",Penguins,Dialogue,"Terry Jones",Professor,"Did he say eight? ...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14759,38,"Episode Thirty-eight",Penguins,Direction,,Professor,sighs,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14760,38,"Episode Thirty-eight",Penguins,Dialogue,"Terry Jones",Professor,"What is...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14761,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut back to the scientist.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14762,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"The environmental barrier had been removed but we'd hit another: the language barrier. The penguins could not speak English and were therefore unable to give the answers. This problem was removed in the next series of experiments by asking the same questions to the penguins and to a random group of non-English-speaking humans in the same conditions.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14763,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to the professor and his team now surrounding a group of foreigners who are standing in a pool looking bewildered.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14764,38,"Episode Thirty-eight",Penguins,Dialogue,"Terry Jones",Professor,"What is the next number? 2, 4, 6...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14765,38,"Episode Thirty-eight",Penguins,Direction,,Professor,"long pause","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14766,38,"Episode Thirty-eight",Penguins,Dialogue,"Eric Idle","Swedish Person",". . . Hello?","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14767,38,"Episode Thirty-eight",Penguins,Dialogue,"Graham Chapman",Scientist,"The results of these tests were most illuminating. The penguins scores were consistently equal to those of the non-English-speaking group.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14768,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to the foreigners having fish thrown at them, which they try to catch in their mouths, and a penguin with a menu at a candlelit table with a woman in evening dress and a waiter trying to take an order.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14769,38,"Episode Thirty-eight",Penguins,Direction,,,"Cut to Dr Hoad taking a shower.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14770,38,"Episode Thirty-eight",Penguins,Dialogue,"Eric Idle",Hoad,"These enquiries led to certain changes at the BBC ...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14771,38,"Episode Thirty-eight","BBC programme planners",Direction,,,"Cut to the boardroom of BBC. Penguins sit at a table with signs saying 'Programme Controller', 'Head of Planning', 'Director General'. Noise of penguins squawking. Cut to the penguin pool Hoad's voice ever.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14772,38,"Episode Thirty-eight","BBC programme planners",Dialogue,"Eric Idle",Hoad,"While attendances at zoos boomed.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14773,38,"Episode Thirty-eight","BBC programme planners",Direction,,,"The camera pans across to a sign reading 'The programme planners are to be fed at 3 o'clock'.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14774,38,"Episode Thirty-eight","BBC programme planners",Dialogue,"Michael Palin","Voice Over","Soon these feathery little hustlers were infiltrating important positions everywhere.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14775,38,"Episode Thirty-eight","BBC programme planners",Direction,,,"Mr. Gilliam's animation shows penguins infiltrating important positions everywhere.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14776,38,"Episode Thirty-eight","BBC programme planners",Direction,,,"Cut to RSM Urdoch having his lorry checked by a penguin border guard.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14777,38,"Episode Thirty-eight","Unexploded Scotsman",,,,"SUPERIMPOSED CAPTION: 'MEANWHILE AT A CHECKPOINT ON THE RUSSO-POLISH BORDER'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14778,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"The lorry drives off past a sign saying 'Russian bolder' with 'bolder' crossed out and 'border' written in.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14779,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"Cut to Red Square.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14780,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"SUPERIMPOSED CAPTION: 'THE KREMLIT'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14781,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"The 't' is crossed out and 'n ' written in. Cut to two Russian majors in a conference room.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14782,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,"Eric Idle","First Major","Svientitzi hobonwy kratow sveguminurdy.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14783,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,,,"SUPERIMPOSED SUBTITLES: 'THESE ARE THE VERY IMPORTANT SECRET DOCUMENTS I WAS TELLING YOU ABOUT'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14784,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,"John Cleese","Second Major","We must study them in conditions of absolute secrecy.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14785,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"Superimposed subtitle in Russian.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14786,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,"First Major","speaks in Russian","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14787,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,,,"SUPERIMPOSED SUBTITLE: 'WHAT?'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14788,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,"Second Major","looking up","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14789,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,"John Cleese","Second Major","Look out!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14790,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,,,"SUPERIMPOSED SUBTITLE: 'REGARDEZ LA!'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14791,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"They cower as MacDonald flashes through the skylight and lands on the table where he lies rigid with his knees drawn up. He ticks ominously.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14792,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,"John Cleese","Second Major","He hasn't gone off.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14793,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,,,"SUPERIMPOSED CAPTION: 'ZE HABE NICHT GESHPLODEN'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14794,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,,,"SUBTITLE: 'QUICK! RING THE UNEXPLODED SCOTSMAN SQUAD'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14795,38,"Episode Thirty-eight","Unexploded Scotsman",Dialogue,"John Cleese","Second Major","Yes my General!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14796,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"Superimposed subtitle in Chinese.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14797,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"Cut to a phone ringing on the branch of a tree. Pull back to show a Scotsman lying on his back with his knees drawn up in the middle of a field. Two Russian bomb experts are crawling towards him cautiously.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14798,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"SUPERIMPOSED CAPTION: 'UNEXPLODED SCOTSMAN DISPOSAL SQUAD'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14799,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"They go to work on him. Tense close ups. They sweat. Finally they remove his head. One of them runs hurriedly and places it in a bucket labelled 'Vodka '.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14800,38,"Episode Thirty-eight","Unexploded Scotsman",Direction,,,"SUPERIMPOSED CAPTION: 'WHISKY'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14801,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"The sound of drunken gurglings comes from the bucket. Pull back to show that this is on a screen at the back of a panel game set. Fade it out as camera in studio pans down to the presenter.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14802,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"And welcome to 'Spot the Loony', where once again we invite you to come with us all over the world to meet all kinds of people in all kinds of places, and ask you to . .. Spot the Loony!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14803,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"crescendo of music","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14804,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,,,"SUPERIMPOSED CAPTION: 'ALL ANSWERS VERIFIED BY ENCYCLOPAEDIA BRITANNICA'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14805,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"Our panel this evening... Gurt Svensson, the Swedish mammal abuser and part-time radiator.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
